Age,Gender,Your Program/Course,10th Percentage,12th percentage,Current percentage/CGPA,Do you have any backlogs?,Are you Aware of Neuro-Linguistic Programming (NLP)?,How effectively can you regulate your emotions under pressure?,How much does a positive emotional state improve your performance?,How quickly can you shift from stress to calm?,How well can you sustain a flow state while learning?,How strongly does slow/deep breathing improve your mental clarity?,How constructive is your self-talk during difficulty?,How effectively can you replace negative images with positive ones?,How strongly do you believe your abilities improve with consistent effort?,How strongly does sleep quality influence your mood?,How quickly can you adapt to new learning habits?,How consistently do your mental patterns help you stay productive?,How capable are you of creating new positive anchors intentionally?,How effective are your positive triggers in boosting confidence?,How frequently do you repeat specific study behaviors?,How motivated are you to build new habits?,How easily can you change your study approach when needed?,How effectively do you track your progress?,How effective is your usual approach to solving problems?,How successful is your most effective strategy?,How specific and measurable are your goals?,How clearly defined are your steps toward achieving goals?,How detailed are your mental rehearsals before exams?,How motivating is your mental image of the future?,How clearly do you define your desired results?,How intense are the emotions you feel before tests or deadlines?,How strongly does inner dialogue affect your performance?,Consent
21,0,1,82.82,84.77,58.43,0,1,1,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1
22,1,4,82.9,84.87,58.53,0,1,1,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1
23,0,3,82.98,84.97,58.59,0,1,1,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1
19,1,0,83.06,85.07,58.68,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
20,0,2,83.14,85.17,58.74,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
21,1,1,83.22,85.27,58.84,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
22,0,4,83.3,85.37,58.9,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
23,1,3,83.38,85.47,59.0,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
19,0,0,83.46,85.57,59.06,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
20,1,2,83.54,85.67,59.16,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
21,0,1,83.62,85.77,59.22,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
22,1,4,83.7,85.87,59.32,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
23,0,3,83.78,85.97,59.38,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
19,1,0,83.86,86.07,59.48,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
20,0,2,83.94,86.17,59.53,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
21,1,1,84.02,86.27,59.63,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
22,0,4,84.1,86.37,59.69,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
23,1,3,84.18,86.47,59.79,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
19,0,0,84.26,86.57,59.85,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
20,1,2,84.34,86.67,59.95,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
21,0,1,84.42,86.77,60.01,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
22,1,4,84.5,86.87,60.11,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
23,0,3,84.58,86.97,60.17,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
19,1,0,84.66,87.07,60.27,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
20,0,2,84.74,87.17,60.33,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
21,1,1,84.82,87.27,60.42,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
22,0,4,84.9,87.37,60.48,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
23,1,3,84.98,87.47,60.58,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
19,0,0,85.06,87.58,60.64,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
20,1,2,85.14,87.68,60.74,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
21,0,1,85.22,87.78,60.8,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
22,1,4,85.3,87.88,60.9,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
23,0,3,85.38,87.98,60.96,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
19,1,0,85.46,88.08,61.06,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
20,0,2,85.54,88.18,61.12,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
21,1,1,85.62,88.28,61.22,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
22,0,4,85.7,88.38,61.27,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
23,1,3,85.78,88.48,61.37,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
19,0,0,85.86,88.58,61.43,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
20,1,2,85.94,88.68,61.53,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
21,0,1,86.02,88.78,61.59,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
22,1,4,86.1,88.88,61.69,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
23,0,3,86.18,88.98,61.75,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
19,1,0,86.26,89.08,61.85,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
20,0,2,86.34,89.18,61.91,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
21,1,1,86.42,89.28,62.01,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
22,0,4,86.5,89.38,62.07,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
23,1,3,86.58,89.48,62.16,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
19,0,0,86.66,89.58,62.22,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
20,1,2,86.74,89.68,62.32,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
21,0,1,86.82,89.78,62.38,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
22,1,4,86.9,89.88,62.48,0,1,1,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1
23,0,3,86.98,89.98,62.54,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
19,1,0,87.06,90.08,62.69,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
20,0,2,87.14,90.18,62.75,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
21,1,1,87.22,90.28,62.85,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
22,0,4,87.3,90.38,62.91,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
23,1,3,87.38,90.48,63.01,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
19,0,0,87.46,90.58,63.06,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
20,1,2,87.55,90.68,63.16,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
21,0,1,87.63,90.78,63.22,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
22,1,4,87.71,90.88,63.32,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
23,0,3,87.79,90.98,63.38,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
19,1,0,87.87,91.08,63.48,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
20,0,2,87.95,91.18,63.54,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
21,1,1,88.03,91.28,63.64,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
22,0,4,88.11,91.38,63.7,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
23,1,3,88.19,91.48,63.8,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
19,0,0,88.27,91.58,63.86,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
20,1,2,88.35,91.68,63.95,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
21,0,1,88.43,91.78,64.01,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
22,1,4,88.51,91.88,64.11,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
23,0,3,88.59,91.98,64.17,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
19,1,0,88.67,92.08,64.27,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
20,0,2,88.75,92.18,64.33,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
21,1,1,88.83,92.28,64.43,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
22,0,4,88.91,92.38,64.49,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
23,1,3,88.99,92.48,64.59,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
19,0,0,89.07,92.59,64.65,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
20,1,2,89.15,92.69,64.75,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
21,0,1,89.23,92.79,64.8,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
22,1,4,89.31,92.89,64.9,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
23,0,3,89.39,92.99,64.96,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
19,1,0,89.47,93.09,65.06,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
20,0,2,89.55,93.19,65.12,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
21,1,1,89.63,93.29,65.22,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
22,0,4,89.71,93.39,65.28,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
23,1,3,89.79,93.49,65.38,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
19,0,0,89.87,93.59,65.44,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
20,1,2,89.95,93.69,65.54,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
21,0,1,90.03,93.79,65.6,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
22,1,4,90.11,93.89,65.7,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
23,0,3,90.19,93.99,65.75,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
19,1,0,90.27,94.09,65.85,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
20,0,2,90.35,94.19,65.91,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
21,1,1,90.43,94.29,66.01,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
22,0,4,90.51,94.39,66.07,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
23,1,3,90.59,94.49,66.17,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
19,0,0,90.67,94.59,66.23,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
20,1,2,90.75,94.69,66.33,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
21,0,1,90.83,94.79,66.39,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
22,1,4,90.91,94.89,66.49,0,1,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1
23,0,3,90.99,94.99,66.55,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
19,1,0,91.07,95.09,66.64,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
20,0,2,91.15,95.19,66.7,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
21,1,1,91.23,95.29,66.8,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
22,0,4,91.31,95.39,66.86,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
23,1,3,91.39,95.49,66.96,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
19,0,0,91.47,95.59,67.02,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
20,1,2,91.55,95.69,67.12,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
21,0,1,91.63,95.79,67.18,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
22,1,4,91.71,95.89,67.28,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
23,0,3,91.79,95.99,67.34,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
19,1,0,91.87,96.09,67.44,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
20,0,2,91.95,96.19,67.49,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
21,1,1,92.03,96.29,67.59,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
22,0,4,92.11,96.39,67.65,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
23,1,3,92.19,96.49,67.75,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
19,0,0,92.27,96.59,67.81,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
20,1,2,92.35,96.69,67.91,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
21,0,1,92.43,96.79,67.97,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
22,1,4,92.52,96.89,68.07,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
23,0,3,92.6,96.99,68.13,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
19,1,0,92.68,97.09,68.23,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
20,0,2,92.76,97.19,68.29,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
21,1,1,92.84,97.29,68.38,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
22,0,4,92.92,97.39,68.44,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
23,1,3,93.0,97.49,68.54,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
19,0,0,93.08,97.6,68.6,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
20,1,2,93.16,97.7,68.7,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
21,0,1,93.24,97.8,68.76,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
22,1,4,93.32,97.9,68.86,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
23,0,3,93.4,98.0,68.92,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
19,1,0,93.48,98.1,69.02,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
20,0,2,93.56,98.2,69.08,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
21,1,1,93.64,98.3,69.18,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
22,0,4,93.72,98.4,69.23,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
23,1,3,93.8,98.5,69.33,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
19,0,0,93.88,98.6,69.39,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
20,1,2,93.96,98.7,69.49,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
21,0,1,94.04,98.8,69.55,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
22,1,4,94.12,98.9,69.65,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
23,0,3,94.2,99.0,69.71,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
19,1,0,94.28,99.1,69.81,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
20,0,2,94.36,99.2,69.87,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
21,1,1,94.44,99.3,69.97,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
22,0,4,94.52,99.4,70.03,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
23,1,3,94.6,99.5,70.12,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
19,0,0,94.68,99.6,70.18,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
20,1,2,94.76,99.7,70.28,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
21,0,1,94.84,99.8,70.34,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
22,1,4,94.92,99.9,70.44,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
23,0,3,95.0,100.0,70.5,0,1,2,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,2,1
